Эмитент,Дата начала размещения,Статус,"Состояние бумаги, eng.",Ломбардный список БР,Isin,Код НРД,Гос. рег. номер,"Номер гос. рег., НРД",Наименование,CFI,Страна заемщика,Сектор заемщика,Страна эмиссии,Страна эмитента,Регион эмитента,Сектор эмитента,Эмитент: реестр МСП,Страна риска,"Дюрация, лет","Дюрация модиф., лет",Дата ближ. возм. погаш.,Дата погашения,Дата ближ. оферты,Дата окончания размещения,Дата регистрации,Дата гос. рег-ции/присвоения,Срок обращения,Дата начала 1-го купона,Дата ближ. купона,Дата ближ. объявления неизв. купона,"Доходность эффект., %","Доходность средневзв., %","НКД, в вал. ном.",Z-спред,Номинал,"Цена, %","Объем эмиссии, шт.","Заявл. объем эмиссии, в вал. ном.","Объем в обращении, в вал. ном",Дневной оборот на МБ,Средний дневной оборот за мес.,Объем торгов,Объем торгов за 2 дня,Объем торгов за 5 дней,Объем торгов за 10 дней,Объем торгов за месяц,Кол-во сделок,Кол-во сделок за 2 дня,Кол-во сделок за 5 дней,Кол-во сделок за 10 дней,Кол-во сделок за месяц,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во дней со сделками за месяц,Тип купона,"Ставка купона, %",Кол-во купонов в год,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Субординированность,Гос. гарантия,Индексируемость номинала,Амортизируемость,Конвертация,Вид обеспечения,Старшинство секьюритизации,Закрытая подписка,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Класс эмитента по выручке,Рейтинг агрег. Эксперт РА,Рейтинг эмиссии Эксперт РА,Рейтинг агрег. АКРА,Рейтинг эмиссии АКРА,target,not_isin,cnt_bonds,fininstId,inn,ogrn,Encumbrance
Аренза-Про,2023-02-09,В обращении,Placed,0.0,RU000A105TR7,RU000A105TR7,4B02-01-00433-R-001P,4B02-01-00433-R-001P,Аренза-Про-001P-01,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,г.Москва,Фин.сервис - Лизинг,,RU,1.8603,1.6232,2026-01-24,2026-01-24,,2023-02-13,2023-01-23,2023-01-23,Краткосрочные,,2023-03-13,,14.6062,14.6664,10.33,0.0,1000.0,101.48,300000,300000000.0,300000000.0,871844.0,2426578.0,871844.2,1110842.1,2883554.5,8863157.9,43678421.7,69.0,123.0,386.0,948.0,3644.0,2.0,5.0,10.0,18.0,Постоянный,14.5,12.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,ДА,НЕТ,Крупный,ruBB-,,,,0,0,2,15299,7703413614,1167746687316,0
Арчер Финанс,2014-04-08,Дефолт,Placed,0.0,RU000A0JUJW8,RU000A0JUJW8,4-01-36438-R,4-01-36438-R,Арчер Финанс-1-об,DBVGFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,Малое предприятие,RU,0.3068,,2021-06-15,2027-03-23,2027-03-23,2014-04-08,2014-03-20,2014-03-20,Долгосрочные,,2027-03-23,,,,,0.0,1000.0,,5900000,5900000000.0,5900000000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Плавающий,11.14,2.0,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Поручительство,416,0,M,НЕТ,НЕТ,Малый,,,,,1,0,1,29372,7723735867,1097746687830,0
Аспэк-Домстрой,2021-12-23,В обращении,Placed,0.0,RU000A104B53,RU000A104B53,4-01-00634-R,4-01-00634-R,АСПЭК-Домстрой-01-об,DBFGFB,RU,Недвижимость,RU,RU,Удмуртская Республика,Недвижимость,Малое предприятие,RU,1.2603,1.074,2024-12-19,2024-12-19,,2022-04-22,2021-12-08,2021-12-08,Краткосрочные,,2023-03-23,,17.347,17.5416,29.79,0.0,1000.0,97.74,400000,400000000.0,294573000.0,397942.0,660457.0,397941.6,627761.0,3464587.7,6858671.2,12548696.1,53.0,100.0,290.0,497.0,1082.0,2.0,5.0,10.0,19.0,Постоянный,14.5,4.0,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Поручительство,416,1,M,НЕТ,НЕТ,Средний,ruB,,,,0,0,1,16902,1835060192,1041801057319,0
Атомстройкомплекс-Строит,2021-03-24,В обращении,Placed,0.0,RU000A102VY6,RU000A102VY6,4B02-01-00313-R-001P,4B02-01-00313-R-001P,Атомстройкомпл-Ст-БО-П01,DBVUFB,RU,Строительство,RU,RU,Свердловская область,Строительство,Малое предприятие,RU,2.6137,2.3355,2022-09-21,2026-03-18,,2021-03-24,2021-02-24,2021-02-24,Среднесрочные,,2023-03-22,,11.9097,11.9855,38.89,0.0,1000.0,92.31,1150000,1150000000.0,1150000000.0,52520.0,74103.0,52520.1,160893.4,429931.7,883562.8,1407970.5,25.0,71.0,154.0,280.0,418.0,2.0,5.0,10.0,19.0,Переменный,8.5,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Малый,,,BBB+(RU),,0,0,2,28095,6685028774,1136685004576,1
Ашинский МетЗд,2014-06-30,В обращении,Placed,0.0,RU000A0JUQC5,RU000A0JUQC5,4B02-01-45219-D,4B02-01-45219-D,Ашинский метзавод-1-боб,DBVXFB,RU,Металлургический,RU,RU,Челябинская область,Металлургический,,RU,1.2164,1.0871,2024-06-17,2024-06-17,,2014-06-30,2014-03-21,2014-03-21,Долгосрочные,,2023-06-19,,11.8936,12.1264,19.23,,1000.0,97.0,1000000,1000000000.0,1000000000.0,443116.0,921472.0,443115.6,612601.6,3936617.2,5178908.5,17507968.5,52.0,79.0,206.0,330.0,699.0,2.0,5.0,10.0,19.0,Плавающий,9.0,2.0,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,,,,,0,0,1,21965,7401000473,1027400508277,0
Аэрофлот,2021-06-17,В обращении,Placed,1.0,RU000A103943,RU000A103943,4B02-01-00010-A-001P,4B02-01-00010-A-001P,Аэрофлот-П01-БО-01,DBFUFB,RU,Транспорт,RU,RU,г.Москва,Транспорт,,RU,2.8247,2.5574,2026-06-11,2026-06-11,,2021-06-17,2021-06-11,2021-06-11,Среднесрочные,,2023-03-16,,10.4503,10.5309,18.76,1.7445,1000.0,95.28,24650000,24650000000.0,24650000000.0,8207232.0,15522648.0,8207232.3,22732281.4,40612486.9,55014372.4,294930328.5,237.0,517.0,1335.0,2600.0,5651.0,2.0,5.0,10.0,19.0,Постоянный,8.35,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,ruA,ruA,,,0,0,1,6368,7712040126,1027700092661,1
Аэрофьюэлз,2021-09-30,В обращении,Placed,0.0,RU000A103SZ7,RU000A103SZ7,4B02-01-29449-H-002P,4B02-01-29449-H-002P,Аэрофьюэлз-002Р-01,DBFUFB,RU,Нефтегазовый,RU,RU,г.Москва,Нефтегазовый,Среднее предприятие,RU,1.4329,1.2538,2024-09-26,2024-09-26,,2021-11-29,2021-09-13,2021-09-13,Краткосрочные,,2023-03-30,,14.2864,14.0808,18.44,0.0,1000.0,94.9,1000000,1000000000.0,500000000.0,10186318.0,1438438.0,10186318.3,11381593.9,17681214.6,21283429.4,27330322.3,85.0,174.0,484.0,773.0,1411.0,2.0,5.0,10.0,19.0,Постоянный,9.9,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Оферта,416,0,M,ДА,НЕТ,,'ruBBB,'ruBBB,,,0,0,2,17920,7714216826,1037739400764,0
БАЙРЯК-АЛТЫН,2009-07-23,Дефолт,,,,,4-01-28012-R,,БАЙРЯК-АЛТЫН-1-об,,RU,,RU,RU,Республика Татарстан,,,RU,,,2034-07-23,2034-07-23,,2009-07-23,2009-07-21,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,,,,,,1,1,1,30947,1644055473,1091644001690,0
ББР Банк,2022-11-08,В обращении,Placed,0.0,RU000A105DP5,RU000A105DP5,4-02-02929-B,4-02-02929-B,ББР Банк-02-об,DBFUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,,,2029-10-30,2030-01-29,2028-02-01,2022-11-09,2022-10-27,2022-10-27,Долгосрочные,,2023-05-10,,,,,,1500000.0,,100,150000000.0,78000000.0,,,,,,,,,,,,,,,,,Постоянный,5.0,4.0,CNY,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации кредитных организаций-резидентов,,,1.0,НЕТ,НЕТ,0,0,Необеспеченные,326,1,C,НЕТ,НЕТ,,,,,,0,0,1,11939,3900001002,1027700074775,0
БЕРКЕТ-АЛТЫН,2009-07-23,Дефолт,,,,,4-01-28021-R,,БЕРКЕТ-АЛТЫН-1-об,,RU,,RU,RU,Республика Татарстан,,,RU,,,2034-07-23,2034-07-23,,2009-07-23,2009-07-21,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,Микро,,,,,1,1,1,30960,1644055515,1091644001734,0
БИЗЭК-АЛТЫН,2009-07-23,Дефолт,,,,,4-01-28023-R,,БИЗЭК-АЛТЫН-1-об,,RU,,RU,RU,Республика Татарстан,,,RU,,,2034-07-23,2034-07-23,,2009-07-23,2009-07-21,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,,,,,,1,1,1,30956,1644055681,1091644001899,0
БКЕ,2019-06-18,В обращении,Placed,1.0,RU000A100G03,RU000A100G03,4B02-03-36403-R-001P,4B02-03-36403-R-001P,БКЕ-001Р-03-боб,DBFUFB,RU,Нефтегазовый,RU,RU,г.Москва,Нефтегазовый,,RU,0.2822,0.2607,2023-06-18,2023-06-18,,2019-06-18,2019-06-14,2019-06-14,Среднесрочные,,2023-06-19,,8.2318,8.7605,18.18,0.0,1000.0,100.07,10000000,10000000000.0,10000000000.0,2654254.0,2911130.0,2654253.9,9195483.8,13680954.0,18299698.6,55311486.9,56.0,97.0,275.0,504.0,1149.0,2.0,5.0,10.0,19.0,Постоянный,8.4,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Оферта,416,0,C,НЕТ,НЕТ,Крупный,ruAA,ruAA,,,0,0,1,28557,8608049090,1028601443034,0
БКС Банк,2022-11-15,В обращении,Placed,0.0,RU000A105ER9,RU000A105ER9,4B02-10-00101-B-001P,4B02-10-00101-B-001P,БКС Банк-001Р-10,DBFUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,1.6932,,2024-11-14,2024-11-14,,2022-11-15,2022-11-01,2022-11-01,Краткосрочные,,2024-11-14,,35.1479,,,,1000.0,,150000,150000000.0,150000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Прочий,0.01,1.0,RUB,Корп,Биржевые,Нет,Book-entry,Подписка открытая,Облигации кредитных организаций-резидентов,,Структурно-инвестиционные,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,ruA-,,,,0,0,9,13146,5460000016,1055400000369,0
БСПБ 2 ИА,2018-12-03,В обращении,Placed,0.0,RU000A0ZZW77,RU000A0ZZW77,4-01-00426-R,4-01-00426-R,БСПБ 2 ИА-об,DGFSFB,RU,Банки,RU,RU,г.Москва,Фин.сервис - ИА,,RU,10.2301,9.4652,2045-12-10,2045-12-10,,2018-12-03,2018-11-15,2018-11-15,Долгосрочные,,2023-03-10,,9.1747,8.1106,2.32,0.0,1000.0,115.62,7547025,7547025000.0,796286607.75,1830.0,2211.0,0.0,1829.85,9162.57,18288.67,42015.59,0.0,6.0,24.0,49.0,112.0,1.0,4.0,8.0,17.0,Постоянный,9.35,4.0,RUB,Корп,Классические,Да,bearer,Подписка открытая,Облигации прочих резидентов,Портфель ипотеки,,,НЕТ,НЕТ,1,0,Залог,Старший обеспеченный,0,C,НЕТ,НЕТ,Малый,ruA,,A(RU),,0,0,1,24728,7743259567,1187746539672,0
БУХАР-АЛТЫН,2009-07-23,Дефолт,,,,,4-01-28037-R,,БУХАР-АЛТЫН-1-об,,RU,,RU,RU,Республика Татарстан,,,RU,,,2034-07-23,2034-07-23,,2009-07-23,2009-07-21,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,,,,,,1,1,1,30961,1644055508,1091644001723,0
Баксинформ,2009-09-04,В обращении,,,,,4-01-28045-R,,Баксинформ-1-об,,RU,Технологии,RU,RU,Республика Татарстан,Технологии,,RU,,,2034-09-04,2034-09-04,,2009-09-18,2009-09-03,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,,,,,,0,1,1,31297,1644055963,1091644002449,0
Балтийский лизинг ООО,2022-09-28,В обращении,Placed,0.0,RU000A1058M3,RU000A1058M3,4B02-06-36442-R-001P,4B02-06-36442-R-001P,Балтийский лизинг-БО-П06,DBFUFB,RU,Фин.сервис - Лизинг,RU,RU,г.Санкт-Петербург,Фин.сервис - Лизинг,,RU,1.8055,1.6187,2025-09-24,2025-09-24,,2022-09-28,2022-09-23,2022-09-23,Краткосрочные,,2023-03-29,,11.5365,11.5365,47.78,0.0,1000.0,99.41,13000000,13000000000.0,13000000000.0,352889.0,1170137.0,352889.3,475174.2,5676938.8,13582953.2,22232613.4,28.0,45.0,114.0,228.0,364.0,2.0,5.0,10.0,19.0,Постоянный,10.9,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Оферта,416,0,C,НЕТ,НЕТ,Крупный,ruA+,,,,0,0,4,29456,7826705374,1027810273545,1
Балтика АКБ,2014-05-29,Дефолт,Placed,0.0,RU000A0JUF32,RU000A0JUF32,40100967B,40100967B,Балтика АКБ-1-об,DCFUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,6.1178,,2015-08-18,2024-06-05,,2014-09-29,2013-12-17,2013-12-17,Долгосрочные,,,,,,,,1.0,,1250238226,1250238226.0,1250238226.0,,,,,,,,,,,,,,,,,Постоянный,8.25,2.0,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка закрытая,Облигации кредитных организаций-резидентов,,,,НЕТ,НЕТ,0,1,Необеспеченные,416,1,C,НЕТ,НЕТ,,,,,,1,0,1,21911,3900000834,1023900001993,0
Банк Аверс,2023-02-20,В обращении,Placed,0.0,RU000A105VH4,RU000A105VH4,4CDE-01-00415-B-001P,4CDE-01-00415-B-001P,Банк Аверс-001РС-01,DBVUFB,RU,Банки,RU,RU,Республика Татарстан,Банки,,RU,,,2024-02-19,2028-02-14,2024-02-19,2023-02-20,2022-02-25,2022-02-25,Среднесрочные,,2023-05-22,,,,,0.0,1000.0,,50000000,50000000000.0,50000000000.0,,,,,,,,,,,,,,,,,Переменный,8.5,4.0,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации кредитных организаций-резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,C,НЕТ,НЕТ,,,,A(RU),,0,0,1,21904,1653003601,1021600000993,0
Банк ВБРР,2020-09-24,В обращении,Placed,0.0,RU000A1025H2,RU000A1025H2,4B02-05-03287-B-001P,4B02-05-03287-B-001P,ВБРР-001Р-05-боб,DBVUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,0.0438,0.0426,2023-03-23,2025-09-18,2023-03-28,2020-09-24,2020-09-08,2020-09-08,Среднесрочные,,2023-03-23,,50.7864,9.3905,17.23,0.0,1000.0,99.97,5000000,5000000000.0,5000000000.0,1000.0,789.0,0.0,999.7,999.7,3986.2,15005.6,0.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,4.0,Переменный,8.5,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации кредитных организаций-резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,ruAA,,AA(RU),AA(RU),0,0,3,12121,7736153344,1027739186914,1
Банк ВТБ,2020-10-14,В обращении,Placed,0.0,RU000A102879,RU000A102879,4-01-01000-B-002P,4-01-01000-B-002P,Банк ВТБ-СУБ-Т2-1,DBVUFB,RU,Банки,RU,RU,г.Санкт-Петербург,Банки,,RU,2.6082,2.0611,2030-10-02,2031-04-02,2026-04-08,2020-12-18,2020-10-08,2020-10-08,Долгосрочные,,2023-04-12,,26.5444,26.5444,304000.0,,10000000.0,64.0,7000,70000000000.0,70000000000.0,12801000.0,6954894.0,12801000.0,19791000.0,32392000.0,45193000.0,132143000.0,2.0,3.0,5.0,7.0,20.0,2.0,4.0,5.0,12.0,Переменный,7.6,2.0,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации кредитных организаций-резидентов,,,1.0,НЕТ,НЕТ,0,0,Необеспеченные,326,1,C,НЕТ,НЕТ,,,,,,0,0,3,20504,7702070139,1027739609391,1
Банк ГПБ,2023-02-28,В обращении,Placed,0.0,RU000A104YC2,RU000A104YC2,4-28-00354-B,4-28-00354-B,ГПБ-КИ-06,DBFUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,1.9808,,2025-02-27,2025-02-27,2025-02-27,2023-02-28,2022-07-07,2022-07-07,Среднесрочные,,2028-02-22,,11.8935,,,,1000.0,,500000,500000000.0,174658000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Прочий,0.01,1.0,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации кредитных организаций-резидентов,,Структурно-инвестиционные,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,C,НЕТ,НЕТ,,ruAA+,,AA+(RU),,0,0,32,6497,7744001497,1027700167110,1
Банк ДОМ.РФ,2023-02-21,В обращении,Placed,0.0,RU000A105VR3,RU000A105VR3,4B02-01-02312-B-001P,4B02-01-02312-B-001P,Банк ДОМ.РФ-001Р-01,DBFUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,1.8219,1.6664,2025-02-18,2025-02-18,,2023-02-21,2023-02-15,2023-02-15,Краткосрочные,,2023-08-22,,9.3354,9.3295,3.72,1.1745,1000.0,101.0,5000000,5000000000.0,5000000000.0,38383.0,330974.0,38383.1,1588969.4,2174740.7,3309740.2,3309740.2,6.0,16.0,41.0,140.0,140.0,2.0,5.0,10.0,10.0,Постоянный,9.7,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации кредитных организаций-резидентов,,Зеленые облигации,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,ruAA,,AA(RU),AA(RU),0,0,2,7152,7725038124,1037739527077,0
Банк Зенит,2015-04-09,В обращении,Placed,1.0,RU000A0JVBX1,RU000A0JVBX1,4B020903255B,4B020903255B,Банк Зенит-9-боб,DBVXFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,0.063,0.0559,2023-03-30,2025-03-27,2023-04-03,2015-04-09,2013-07-09,2013-07-09,Долгосрочные,,2023-03-30,,55.2847,42.1676,0.42,0.0,1000.0,97.25,5000000,5000000000.0,5000000000.0,1945.0,979.0,0.0,0.0,1945.0,10829.5,18618.9,0.0,0.0,1.0,6.0,12.0,0.0,1.0,3.0,7.0,Переменный,0.1,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации кредитных организаций-резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Средний,ruA-,,,,0,0,2,11947,7729405872,1027739056927,0
