Ломбардный список БР,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во купонов в год,Амортизируемость,Конвертация,Закрытая подписка,target,not_isin,Encumbrance,Дата начала размещения_dow,Дата ближ. возм. погаш._dow,Дата погашения_dow,Дата окончания размещения_dow,Дата регистрации_dow,Дата гос. рег-ции/присвоения_dow,Дата ближ. купона_year,Дата ближ. купона_dow,Дата начала размещения_day,Дата ближ. возм. погаш._year,Дата ближ. возм. погаш._day,Дата погашения_year,Дата погашения_day,Дата окончания размещения_day,Дата регистрации_day,Дата гос. рег-ции/присвоения_day,Дата ближ. купона_day,Дата ближ. возм. погаш._month,Дата ближ. купона_month,Дата гос. рег-ции/присвоения_month,Дата гос. рег-ции/присвоения_year,Дата начала размещения_month,Дата начала размещения_year,Дата окончания размещения_month,Дата окончания размещения_year,Дата погашения_month,Дата регистрации_month,Дата регистрации_year,Статус,"Состояние бумаги, eng.",CFI,Страна заемщика,Сектор заемщика,Регион эмитента,Сектор эмитента,Срок обращения,Тип купона,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Гос. гарантия,Индексируемость номинала,Вид обеспечения,Старшинство секьюритизации,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Рейтинг агрег,pca_1,pca_2,pca_3,target
0,2,5,10,4,0,0,0,0,0,0,0,0,0,1,0,0,2023,0,7,2023,5,2024,3,8,31,31,5,6,6,5,2021,6,2021,6,2021,6,5,2021,В обращении,Placed,DBVUFB,RU,Технологии,г.Москва,Технологии,Краткосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,NAN,-637699.1073177969,-2019.9340032737405,-15.691972690354373,0
0,2,5,10,2,0,0,0,0,0,0,6,2,2,1,1,1,2023,3,20,2026,16,2026,16,6,8,8,16,9,3,11,2022,11,2022,12,2022,9,11,2022,В обращении,Placed,DBFGFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Постоянный,USD,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,Замещающие,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-637699.107306952,-2020.8141431274726,-15.626099332496514,0
0,2,5,10,2,0,0,0,0,0,0,3,3,3,3,0,0,2023,3,25,2024,22,2026,19,25,15,15,24,2,8,2,2021,2,2021,2,2021,2,2,2021,В обращении,Placed,DBVGFB,CY,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта+Поручительство,416,M,НЕТ,НЕТ,ruA-,-637699.1073258541,-2019.3638687061275,-15.695457830101287,0
0,2,5,9,4,0,0,0,0,0,0,2,2,2,0,1,1,2023,2,27,2023,22,2029,14,17,5,5,22,3,3,3,2019,3,2019,6,2019,3,3,2019,В обращении,Placed,DBVUFB,RU,Финанс.сервисы,Свердловская область,Финанс.сервисы,Долгосрочные,Плавающий,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,M,НЕТ,ДА,NAN,-637699.108074501,-1964.2281049488086,-13.920013153116042,0
0,2,5,10,4,1,0,0,0,0,1,0,0,0,0,0,0,2023,0,13,2025,9,2025,9,13,6,6,13,6,3,12,2021,12,2021,12,2021,6,12,2021,В обращении,Placed,DBFUFB,RU,Строительство,Свердловская область,Строительство,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,A-(RU),-637699.1073212828,-2019.6917658499651,-15.677384586898121,0
0,2,5,10,12,0,0,1,0,0,0,2,4,4,3,2,2,2023,3,4,2025,18,2025,18,28,9,9,30,4,3,2,2022,5,2022,7,2022,4,2,2022,В обращении,Placed,DBVGFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Краткосрочные,Плавающий,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,ДА,НЕТ,ruBB,-637699.107338821,-2018.3843966852735,-15.742509401917424,0
0,2,5,10,12,1,0,0,0,0,0,6,3,3,3,3,3,2023,6,21,2026,2,2026,2,18,3,3,19,4,3,3,2022,8,2022,5,2023,4,3,2022,В обращении,In placement,DBFUFB,RU,Фин.сервис - Лизинг,г.Москва,Фин.сервис - Лизинг,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073264625,-2019.2938564140907,-15.691864063299558,0
0,2,5,10,4,0,0,0,0,0,0,3,3,3,3,2,2,2023,2,25,2024,21,2024,21,25,10,10,17,3,5,3,2021,3,2021,3,2021,3,3,2021,В обращении,Placed,DBFGFB,RU,"Фин.сервис - ИК, ФК",Ленинградская область,"Фин.сервис - ИК, ФК",Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,C,НЕТ,НЕТ,ruA,-637699.1073158552,-2020.0772841884038,-15.673712553211809,0
0,2,5,10,2,0,0,0,1,0,0,6,1,6,6,6,6,2023,6,2,2019,20,2022,26,2,28,28,19,8,3,5,2017,7,2017,7,2017,6,5,2017,Дефолт,Placed,DBVUFB,RU,"Фин.сервис - ИК, ФК",г.Москва,"Фин.сервис - ИК, ФК",Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192185,-2019.8284840377944,-15.580181934825548,1
0,2,5,10,4,0,0,0,0,0,1,1,1,1,1,3,3,2023,1,28,2025,24,2025,24,28,23,23,28,6,3,6,2022,6,2022,6,2022,6,6,2022,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,A-(RU),-637699.1073156856,-2020.0980007105034,-15.663003426711724,0
0,2,5,10,4,0,0,1,0,1,0,3,6,6,3,2,6,2023,6,3,2034,3,2034,3,17,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,В обращении,Placed,DBFUFB,RU,Технологии,Республика Татарстан,Технологии,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,0
0,2,5,10,4,0,0,1,0,1,0,3,6,6,6,2,6,2023,6,3,2034,3,2034,3,20,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,В обращении,Placed,DBFUFB,RU,Технологии,Республика Татарстан,Технологии,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,0
0,2,5,10,2,0,0,1,1,0,0,1,1,1,3,0,0,2023,6,4,2018,3,2021,28,6,28,28,19,4,3,3,2016,10,2016,10,2016,9,3,2016,Дефолт,Placed,DBVGFB,RU,Пищевая промышленность и с/х,Нижегородская область,Пищевая промышленность и с/х,Среднесрочные,Переменный,RUB,Корп,Классические,Нет,bearer,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-637699.107319223,-2019.8284928720548,-15.580189652529093,1
0,2,5,10,4,0,0,1,0,0,0,2,2,2,2,3,3,2023,2,17,2028,8,2028,8,17,4,4,13,3,9,3,2021,3,2021,3,2021,3,3,2021,В обращении,Placed,DBVUFB,RU,Недвижимость,г.Москва,Недвижимость,Среднесрочные,Плавающий,RUB,Корп,Коммерческие,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073195781,-2019.828784234188,-15.580351900745747,0
0,2,5,10,4,0,0,0,0,0,0,3,3,3,3,6,6,2023,3,21,2023,14,2027,9,21,10,10,16,12,3,12,2017,12,2017,12,2017,12,12,2017,В обращении,Placed,DBVUFB,RU,Строительство,Краснодарский край,Строительство,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073225515,-2019.5841009500011,-15.663371573896386,0
0,2,5,10,4,0,0,0,0,0,1,2,2,2,2,0,0,2023,2,2,2024,29,2025,28,2,24,24,31,5,5,5,2021,6,2021,6,2021,5,5,2021,В обращении,Placed,DBVUFB,RU,Фармацевтика,Самарская область,Фармацевтика,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,BBB+(RU),-637699.1073131397,-2020.276997736636,-15.651333449033212,0
0,0,0,0,1,1,0,0,0,0,0,0,6,2,1,2,2,2023,2,29,2019,1,2024,28,30,10,10,30,9,8,10,2012,10,2012,10,2012,2,10,2012,В обращении,Placed,DBVXFB,RU,Строительство,Нижегородская область,Строительство,Долгосрочные,Плавающий,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,Концессионные,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073330954,-2018.8143827045558,-14.468298898862681,0
0,2,5,10,2,0,0,0,0,0,1,0,0,0,0,1,1,2023,0,5,2027,29,2027,29,5,29,29,5,11,6,11,2022,12,2022,12,2022,11,11,2022,В обращении,Placed,DBFUFB,RU,Транспорт,Приморский край,Транспорт,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,ruAA-,-637699.1073130454,-2020.2893886433358,-15.655015649713407,0
0,2,5,10,4,1,0,1,0,1,0,0,4,4,0,0,6,2023,2,23,2046,10,2046,10,23,25,25,10,8,5,12,2022,12,2013,12,2013,8,11,2013,В обращении,Placed,DBFUFB,RU,Фин.сервис - ИА,г.Москва,Фин.сервис - ИА,Долгосрочные,Ипотечный,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Младший обеспеченный,C,НЕТ,НЕТ,NAN,-637699.1073192151,-2019.8284834930719,-15.580203175855388,0
0,2,5,10,4,0,0,0,0,0,1,6,6,6,6,0,0,2023,6,23,2024,19,2024,19,23,17,17,21,5,5,5,2021,5,2021,5,2021,5,5,2021,В обращении,Placed,DBFUFB,RU,Ритейл,г.Москва,Ритейл,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073106709,-2020.4581004297954,-15.648160631610576,0
0,1,1,1,4,0,0,0,0,0,0,3,6,6,2,1,1,2023,6,2,2029,11,2029,11,26,24,24,21,2,5,1,2023,3,2023,4,2023,2,1,2023,В обращении,In placement,DBFUFB,RU,Телекоммуникации,г.Москва,Телекоммуникации,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,AA-(RU),-637699.1073140511,-2020.4182036324926,-15.641166798494085,0
0,2,5,10,12,0,0,1,0,0,0,1,1,1,3,1,1,2023,1,30,2026,10,2026,10,30,26,26,28,2,3,7,2022,8,2022,3,2023,2,7,2022,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Фиксированный,RUB,Корп,Биржевые,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,ruBB-,-637699.1073273084,-2019.2334620541812,-15.698757756339134,0
0,0,0,0,4,0,0,0,0,0,0,1,1,1,3,6,6,2023,1,29,2023,26,2023,26,14,27,27,28,12,3,12,2020,12,2020,1,2021,12,12,2020,В обращении,Placed,DBFGFB,RU,Финанс.сервисы,г.Санкт-Петербург,Финанс.сервисы,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,C,НЕТ,НЕТ,ruAA+,-637699.1073072712,-2020.7073017580044,-15.611022023301752,0
0,2,5,10,4,0,0,0,0,0,1,0,0,0,0,2,2,2023,0,5,2026,30,2037,16,5,4,4,5,11,6,5,2022,12,2022,12,2022,11,5,2022,В обращении,Placed,DBVUFB,RU,Фин.сервис - Лизинг,Тюменская область,Фин.сервис - Лизинг,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,AA-(RU),-637699.1073172847,-2019.994974648381,-15.664901946648294,0
0,2,5,10,4,0,0,0,0,0,0,2,2,2,2,0,0,2023,2,28,2025,24,2025,24,28,26,26,29,12,3,12,2022,12,2022,12,2022,12,12,2022,В обращении,Placed,DBFUFB,RU,Машиностроение,г.Москва,Машиностроение,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,ruA-,-637699.1073152056,-2020.1289402695,-15.661156072795071,0
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2023,1,11,2028,21,2028,21,11,27,27,28,11,11,12,2011,12,2012,12,2012,11,12,2011,В обращении,Placed,DBVXFB,RU,Строительство,г.Москва,Строительство,Долгосрочные,Плавающий,RUB,Корп,Классические,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,Концессионные,ДА,НЕТ,Гарантия,416,C,НЕТ,НЕТ,ruA,-637699.1073405801,-2018.2563698184897,-15.731316101670775,0
0,2,5,10,2,0,0,1,0,0,1,2,2,2,2,2,2,2023,2,21,2023,19,2026,15,21,30,30,19,7,7,6,2021,7,2021,7,2021,7,6,2021,В обращении,Placed,DBVUFB,RU,Строительство,г.Москва,Строительство,Среднесрочные,Плавающий,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,ruBB+,-637699.1073192237,-2019.8284892563324,-15.580203304440834,0
